Cusec,Cusec,Censo Total,Votos Totales,Votos Blancos,Votos Nulos,Votos Válidos,Primera fuerza,% PF,Segunda fuerza,% SF,Tercera fuerza,% TF,% PP,% PSOE,% MÁS MADRID,% Cs,% Podemos,% VOX,Izquierda,Derecha,Bloque Gana,PACMA,MÁS MADRID,PSOE,PH,ULEG,Cs,FE de las JONS,PCAS-TC,PUM+J,P-LIB,PP,PCTE,VOX,UPYD,PODEMOS-IU
2807906105,2807906105,1286,815,4,6,809,PSOE,28.68,MÁS MADRID,22.87,PP,17.92,17.92,28.68,22.87,17.8,5.19,6.06,56.74,41.78,Izquierda,4,185,232,2,0,144,0,1,0,1,145,0,49,0,42
2807906106,2807906106,802,472,1,1,471,PSOE,32.06,MÁS MADRID,19.53,PP,18.9,18.9,32.06,19.53,14.23,6.79,7.22,58.38,40.35,Izquierda,2,92,151,0,0,67,1,0,2,0,89,0,34,0,32
2807906107,2807906107,973,653,6,3,650,PSOE,26.77,PP,26.46,Cs,17.23,26.46,26.77,15.85,17.23,5.69,6.15,48.31,49.84,Derecha,3,103,174,0,0,112,1,0,0,1,172,1,40,0,37
2807906108,2807906108,775,452,0,0,452,PP,26.99,PSOE,25,MÁS MADRID,18.36,26.99,25,18.36,16.15,3.98,8.85,47.34,51.99,Derecha,2,83,113,1,0,73,0,0,0,0,122,0,40,0,18
2807906109,2807906109,1213,750,0,7,743,PSOE,30.55,MÁS MADRID,22.48,PP,18.98,18.98,30.55,22.48,14.13,5.38,7.27,58.41,40.38,Izquierda,7,167,227,0,0,105,0,0,1,0,141,0,54,1,40
2807906110,2807906110,938,603,7,1,602,PSOE,26.91,MÁS MADRID,21.93,PP,17.44,17.44,26.91,21.93,16.61,5.81,9.8,54.65,43.85,Izquierda,1,132,162,0,0,100,0,0,0,0,105,0,59,1,35
2807906111,2807906111,1334,856,2,3,853,PSOE,24.97,MÁS MADRID,21.1,Cs,19.93,17.82,24.97,21.1,19.93,5.98,8.56,52.05,46.31,Izquierda,8,180,213,0,0,170,2,0,2,0,152,0,73,0,51
2807906112,2807906112,735,438,1,6,432,PSOE,32.64,PP,20.37,MÁS MADRID,17.36,20.37,32.64,17.36,14.81,4.86,9.26,54.86,44.44,Izquierda,2,75,141,0,0,64,0,0,0,0,88,0,40,0,21
2807906113,2807906113,801,508,3,2,506,PSOE,24.31,MÁS MADRID,21.94,Cs,17.39,16.8,24.31,21.94,17.39,6.32,10.28,52.57,44.47,Izquierda,9,111,123,0,0,88,0,0,2,0,85,0,52,1,32
2807906114,2807906114,1321,855,8,7,848,PSOE,29.13,Cs,20.64,MÁS MADRID,19.46,14.39,29.13,19.46,20.64,7.19,7.43,55.78,42.46,Izquierda,4,165,247,0,0,175,0,0,2,0,122,0,63,1,61
2807906115,2807906115,703,414,0,0,414,PSOE,35.02,PP,19.57,MÁS MADRID,17.63,19.57,35.02,17.63,15.22,4.11,7.25,56.76,42.04,Izquierda,2,73,145,0,0,63,1,0,2,0,81,0,30,0,17
2807906116,2807906116,1439,867,9,5,862,PSOE,30.86,PP,19.49,MÁS MADRID,18.21,19.49,30.86,18.21,17.05,5.1,7.77,54.17,44.31,Izquierda,2,157,266,0,0,147,0,0,0,1,168,0,67,1,44
2807906117,2807906117,1358,904,1,2,902,PSOE,28.16,MÁS MADRID,20.4,Cs,18.51,17.96,28.16,20.4,18.51,4.32,9.65,52.88,46.12,Izquierda,4,184,254,2,1,167,0,0,0,0,162,0,87,1,39
2807906118,2807906118,623,375,2,5,370,PP,30.81,PSOE,23.51,Cs,18.38,30.81,23.51,11.35,18.38,4.86,9.73,39.72,58.92,Derecha,0,42,87,2,0,68,0,0,1,0,114,0,36,0,18
2807906119,2807906119,616,379,1,0,379,PSOE,33.51,PP,24.8,Cs,14.25,24.8,33.51,13.46,14.25,5.01,7.92,51.98,46.97,Izquierda,1,51,127,0,0,54,0,2,0,0,94,0,30,0,19
2807906120,2807906120,921,549,4,3,546,PSOE,32.78,PP,25.64,Cs,15.2,25.64,32.78,14.65,15.2,2.93,7.14,50.36,47.98,Izquierda,3,80,179,0,0,83,0,2,0,0,140,0,39,0,16
2807906121,2807906121,861,572,0,3,569,PP,28.3,PSOE,27.07,MÁS MADRID,14.76,28.3,27.07,14.76,14.06,6.85,8.26,48.68,50.62,Derecha,2,84,154,0,0,80,1,0,0,0,161,0,47,1,39
2807906122,2807906122,1207,797,4,2,795,PP,28.81,PSOE,22.89,MÁS MADRID,17.86,28.81,22.89,17.86,17.74,5.03,6.54,45.78,53.09,Derecha,3,142,182,0,0,141,0,0,1,0,229,1,52,0,40
2807906123,2807906123,829,527,1,2,525,PSOE,28.95,PP,21.33,MÁS MADRID,18.86,21.33,28.95,18.86,16.76,5.52,6.86,53.33,44.95,Izquierda,6,99,152,0,0,88,0,0,2,0,112,0,36,0,29
2807906124,2807906124,719,429,1,1,428,PSOE,25.93,PP,21.96,MÁS MADRID,20.09,21.96,25.93,20.09,16.12,5.61,9.11,51.63,47.19,Izquierda,1,86,111,0,0,69,0,0,0,2,94,0,39,1,24
2807906125,2807906125,1349,1027,7,5,1022,PSOE,27.69,PP,24.56,Cs,20.06,24.56,27.69,15.56,20.06,4.21,6.95,47.46,51.57,Derecha,3,159,283,0,0,205,0,0,0,0,251,0,71,0,43
2807906126,2807906126,934,566,0,2,564,PSOE,27.66,MÁS MADRID,21.63,PP,19.68,19.68,27.66,21.63,16.84,6.38,7.09,55.67,43.61,Izquierda,2,122,156,0,0,95,0,0,1,0,111,0,40,1,36
2807906127,2807906127,1146,596,3,2,594,PSOE,28.79,MÁS MADRID,21.21,Cs,16.67,14.65,28.79,21.21,16.67,9.26,7.24,59.26,38.56,Izquierda,5,126,171,1,0,99,0,0,0,1,87,2,43,1,55
2807906128,2807906128,1075,637,2,4,633,PSOE,27.49,Cs,19.75,PP,18.64,18.64,27.49,18.17,19.75,6.32,8.53,51.98,46.92,Izquierda,5,115,174,0,0,125,0,0,0,0,118,0,54,0,40
2807906129,2807906129,1375,814,4,4,810,PSOE,26.17,MÁS MADRID,20.74,PP,19.75,19.75,26.17,20.74,19.01,5.31,7.41,52.22,46.17,Izquierda,5,168,212,1,0,154,0,0,0,1,160,1,60,1,43
2807907001,2807907001,917,662,4,5,657,PP,32.42,PSOE,19.79,Cs,17.96,32.42,19.79,14.16,17.96,3.35,10.5,37.3,60.88,Derecha,6,93,130,2,0,118,0,0,0,0,213,0,69,0,22
2807907002,2807907002,658,471,3,2,469,PP,27.93,PSOE,27.51,Cs,19.83,27.93,27.51,8.74,19.83,4.9,9.81,41.15,57.57,Derecha,3,41,129,0,0,93,0,0,0,0,131,0,46,0,23
2807907003,2807907003,903,605,0,2,603,PP,28.03,Cs,19.07,PSOE,17.91,28.03,17.91,16.75,19.07,5.8,11.94,40.46,59.04,Derecha,1,101,108,0,0,115,0,0,1,0,169,0,72,1,35
2807907004,2807907004,768,525,8,5,520,PP,25.58,PSOE,25,Cs,18.85,25.58,25,17.31,18.85,4.23,7.31,46.54,51.74,Derecha,1,90,130,0,0,98,0,0,0,0,133,0,38,0,22
2807907005,2807907005,498,368,2,1,367,PP,23.71,PSOE,20.44,MÁS MADRID,20.16,23.71,20.44,20.16,18.8,4.09,11.72,44.69,54.23,Derecha,2,74,75,0,0,69,0,0,0,0,87,0,43,0,15
2807907006,2807907006,1190,908,4,0,908,PP,33.59,Cs,20.93,PSOE,18.72,33.59,18.72,10.68,20.93,2.75,12.33,32.15,66.85,Derecha,4,97,170,0,0,190,0,1,0,0,305,0,112,0,25
2807907007,2807907007,696,536,5,1,535,PP,26.17,PSOE,23.55,Cs,18.88,26.17,23.55,15.89,18.88,6.17,8.04,45.61,53.09,Derecha,1,85,126,0,0,101,0,0,0,0,140,0,43,1,33
2807907008,2807907008,1079,861,4,5,856,PP,39.49,Cs,20.21,PSOE,14.25,39.49,14.25,10.63,20.21,2.1,11.68,26.98,71.38,Derecha,3,91,122,1,0,173,3,0,0,0,338,1,100,2,18
2807907009,2807907009,643,478,2,0,478,PP,28.45,PSOE,22.18,Cs,18.62,28.45,22.18,16.53,18.62,3.56,9.83,42.27,56.9,Derecha,2,79,106,0,0,89,0,0,0,0,136,0,47,0,17
2807907010,2807907010,808,567,3,2,565,PP,27.43,PSOE,22.83,Cs,20.18,27.43,22.83,14.87,20.18,5.13,8.14,42.83,55.75,Derecha,2,84,129,0,0,114,2,0,0,0,155,0,46,1,29
2807907011,2807907011,897,626,4,3,623,PP,29.21,Cs,20.39,PSOE,19.42,29.21,19.42,18.14,20.39,3.05,8.35,40.61,57.95,Derecha,5,113,121,0,0,127,0,0,0,0,182,0,52,0,19
2807907012,2807907012,1150,828,3,1,827,PP,30.35,PSOE,24.06,Cs,18.62,30.35,24.06,13.18,18.62,3.02,9.79,40.26,58.76,Derecha,1,109,199,0,0,154,0,0,0,1,251,0,81,3,25
2807907013,2807907013,670,496,1,2,494,PP,36.64,PSOE,17,Cs,15.99,36.64,17,11.54,15.99,4.05,13.97,32.59,66.6,Derecha,2,57,84,0,0,79,1,0,0,0,181,0,69,0,20
2807907014,2807907014,909,664,0,4,660,PP,36.52,PSOE,19.55,Cs,16.97,36.52,19.55,12.73,16.97,3.94,10,36.22,63.49,Derecha,0,84,129,0,0,112,0,0,0,0,241,1,66,1,26
2807907016,2807907016,1175,791,4,3,788,PSOE,25.63,PP,24.87,Cs,18.53,24.87,25.63,15.74,18.53,4.57,8.5,45.94,51.9,Derecha,8,124,202,0,0,146,2,0,1,0,196,0,67,2,36
2807907017,2807907017,755,557,1,1,556,PP,37.05,Cs,19.24,PSOE,16.91,37.05,16.91,13.13,19.24,2.88,9.35,32.92,65.64,Derecha,4,73,94,0,0,107,1,0,1,0,206,0,52,1,16
2807907018,2807907018,1256,942,5,6,936,PP,33.76,Cs,20.51,PSOE,17.74,33.76,17.74,13.46,20.51,2.99,10.15,34.19,64.42,Derecha,3,126,166,1,0,192,1,0,2,1,316,0,95,0,28
2807907019,2807907019,974,763,2,2,761,PP,34.82,Cs,21.68,PSOE,16.69,34.82,16.69,13.01,21.68,1.97,10.25,31.67,66.75,Derecha,5,99,127,0,0,165,3,0,0,0,265,0,78,2,15
2807907021,2807907021,1511,1164,3,0,1164,PP,37.03,Cs,20.79,PSOE,20.45,37.03,20.45,8.93,20.79,2.92,9.11,32.3,66.93,Derecha,2,104,238,0,0,242,0,0,0,1,431,1,106,2,34
2807907023,2807907023,784,641,0,2,639,PP,38.81,Cs,20.03,PSOE,19.56,38.81,19.56,10.33,20.03,1.88,8.76,31.77,67.6,Derecha,2,66,125,0,0,128,0,0,1,0,248,1,56,0,12
2807907024,2807907024,530,419,1,2,417,PP,30.46,Cs,22.3,PSOE,19.18,30.46,19.18,13.19,22.3,2.4,11.03,34.77,63.79,Derecha,2,55,80,0,0,93,1,0,1,0,127,0,46,1,10
2807907025,2807907025,873,677,2,1,676,PSOE,26.78,PP,24.56,Cs,18.49,24.56,26.78,16.57,18.49,2.66,9.47,46.01,52.52,Derecha,1,112,181,1,1,125,2,2,1,0,166,0,64,0,18
2807907026,2807907026,1332,987,3,4,983,PSOE,26.14,PP,23.7,Cs,21.36,23.7,26.14,17.09,21.36,3.87,6.82,47.1,51.88,Derecha,2,168,257,0,0,210,0,0,0,0,233,1,67,4,38
2807907028,2807907028,1001,736,1,3,733,PP,27.56,PSOE,22.78,Cs,19.78,27.56,22.78,16.51,19.78,3.41,9,42.7,56.34,Derecha,4,121,167,0,0,145,0,0,1,0,202,1,66,0,25
2807907030,2807907030,898,620,2,4,616,PP,26.79,PSOE,24.03,Cs,18.83,26.79,24.03,16.23,18.83,4.55,8.77,44.81,54.39,Derecha,2,100,148,1,0,116,0,0,0,0,165,0,54,0,28
2807907031,2807907031,603,427,2,2,425,PSOE,27.29,PP,24.24,Cs,18.35,24.24,27.29,17.88,18.35,4.24,6.82,49.41,49.41,Izquierda,2,76,116,0,0,78,0,0,0,0,103,0,29,1,18
2807907032,2807907032,1008,720,2,1,719,PP,28.09,PSOE,23.92,MÁS MADRID,18.78,28.09,23.92,18.78,18.36,3.06,6.26,45.76,52.71,Derecha,7,135,172,0,0,132,0,0,0,1,202,0,45,1,22
2807907034,2807907034,1144,793,4,2,791,PP,27.56,PSOE,27.43,MÁS MADRID,19.85,27.56,27.43,19.85,13.15,3.92,6.07,51.2,46.78,Izquierda,4,157,217,1,0,104,3,1,0,1,218,1,48,1,31
2807907035,2807907035,592,422,4,1,421,PP,23.04,MÁS MADRID,22.33,PSOE,21.62,23.04,21.62,22.33,19.95,6.41,5.23,50.36,48.22,Izquierda,1,94,91,0,1,84,0,0,0,0,97,0,22,0,27
2807907036,2807907036,1225,868,5,0,868,PP,25.23,PSOE,24.08,Cs,20.97,25.23,24.08,18.09,20.97,3.8,6.11,45.97,52.31,Derecha,6,157,209,1,0,182,0,0,1,0,219,0,53,2,33
2807907038,2807907038,817,612,4,0,612,PP,25.82,PSOE,25.49,Cs,17.16,25.82,25.49,16.99,17.16,6.54,6.54,49.02,49.52,Derecha,1,104,156,0,0,105,0,0,1,0,158,0,40,3,40
2807907039,2807907039,684,486,1,4,482,PSOE,27.18,PP,23.44,Cs,20.75,23.44,27.18,16.18,20.75,4.56,6.43,47.92,50.62,Derecha,1,78,131,0,0,100,1,0,0,1,113,1,31,2,22
2807907040,2807907040,826,562,2,0,562,PP,28.65,PSOE,21.71,Cs,19.93,28.65,21.71,15.84,19.93,4.45,8.19,42,56.77,Derecha,1,89,122,0,0,112,3,0,0,1,161,0,46,0,25
2807907041,2807907041,981,737,1,3,734,PP,28.88,PSOE,21.93,Cs,20.98,28.88,21.93,16.89,20.98,2.72,8.04,41.54,57.9,Derecha,1,124,161,1,0,154,0,0,0,0,212,0,59,1,20
2807907042,2807907042,819,681,3,2,679,PP,32.4,Cs,26.8,PSOE,17.23,32.4,17.23,7.36,26.8,2.95,12.22,27.54,71.42,Derecha,2,50,117,0,0,182,0,2,0,0,220,0,83,0,20
2807907043,2807907043,935,709,1,3,706,PP,34.56,Cs,21.67,PSOE,20.82,34.56,20.82,11.47,21.67,1.84,8.78,34.13,65.01,Derecha,5,81,147,0,0,153,0,0,0,0,244,0,62,0,13
2807907044,2807907044,767,643,5,1,642,PP,42.37,Cs,21.5,PSOE,16.51,42.37,16.51,7.17,21.5,2.02,9.35,25.7,73.22,Derecha,1,46,106,0,0,138,0,1,0,0,272,0,60,0,13
2807907045,2807907045,719,485,2,5,480,PP,32.71,Cs,23.13,PSOE,16.04,32.71,16.04,14.38,23.13,2.92,10,33.34,65.84,Derecha,1,69,77,0,0,111,0,0,1,0,157,0,48,0,14
2807907046,2807907046,568,399,3,4,395,PP,24.81,PSOE,22.28,Cs,21.27,24.81,22.28,17.22,21.27,5.82,6.84,45.32,52.92,Derecha,4,68,88,0,0,84,0,0,0,0,98,0,27,0,23
2807907047,2807907047,872,639,5,3,636,PP,25.94,Cs,22.33,PSOE,20.75,25.94,20.75,14.31,22.33,4.87,9.28,39.93,57.55,Derecha,7,91,132,0,0,142,0,0,2,0,165,0,59,2,31
2807907048,2807907048,1476,1120,15,2,1118,PP,29.25,Cs,20.3,PSOE,19.59,29.25,19.59,13.77,20.3,3.4,11.45,36.76,61,Derecha,6,154,219,1,0,227,1,0,0,1,327,0,128,1,38
2807907049,2807907049,568,438,3,0,438,PP,34.7,Cs,21.92,PSOE,17.35,34.7,17.35,11.42,21.92,2.05,11.42,30.82,68.04,Derecha,2,50,76,0,0,96,0,0,0,0,152,0,50,0,9
2807907050,2807907050,617,436,3,1,435,PP,29.89,PSOE,23.68,Cs,16.09,29.89,23.68,14.94,16.09,5.52,7.82,44.14,53.8,Derecha,4,65,103,0,0,70,0,1,0,0,130,0,34,1,24
2807907051,2807907051,583,421,3,0,421,PP,26.37,PSOE,20.9,MÁS MADRID,19.48,26.37,20.9,19.48,17.34,5.7,8.79,46.08,52.5,Derecha,2,82,88,0,0,73,0,0,0,0,111,0,37,1,24
2807907052,2807907052,538,374,2,2,372,PP,30.65,MÁS MADRID,19.62,PSOE,19.35,30.65,19.35,19.62,18.28,2.69,8.33,41.66,57.26,Derecha,2,73,72,0,0,68,0,0,0,0,114,0,31,0,10
2807907053,2807907053,1046,737,3,1,736,PP,25.68,PSOE,23.51,MÁS MADRID,19.16,25.68,23.51,19.16,16.58,3.94,10.05,46.61,52.31,Derecha,2,141,173,0,0,122,0,0,2,0,189,0,74,1,29
2807907055,2807907055,547,398,5,1,397,PP,26.2,Cs,23.68,MÁS MADRID,18.64,26.2,16.88,18.64,23.68,5.79,7.3,41.31,57.18,Derecha,1,74,67,0,0,94,0,0,0,0,104,0,29,0,23
2807907056,2807907056,599,445,3,0,445,PSOE,26.74,MÁS MADRID,22.02,PP,20.45,20.45,26.74,22.02,17.98,4.72,6.74,53.48,45.17,Izquierda,2,98,119,0,0,80,0,0,1,0,91,0,30,0,21
2807907057,2807907057,1093,793,1,0,793,PP,25.22,PSOE,23.58,Cs,20.05,25.22,23.58,16.39,20.05,3.91,9.71,43.88,54.98,Derecha,5,130,187,0,0,159,0,0,0,2,200,0,77,1,31
2807907058,2807907058,900,641,1,0,641,MÁS MADRID,23.24,PSOE,23.09,PP,22.31,22.31,23.09,23.24,18.1,2.96,9.52,49.29,49.93,Derecha,0,149,148,2,0,116,1,0,0,1,143,0,61,0,19
2807907059,2807907059,585,418,1,1,417,PSOE,23.5,PP,23.26,Cs,22.78,23.26,23.5,18.71,22.78,3.6,7.19,45.81,53.23,Derecha,3,78,98,0,0,95,0,0,0,0,97,0,30,0,15
2807907060,2807907060,681,480,5,2,478,PP,24.69,PSOE,21.76,Cs,21.34,24.69,21.76,18.62,21.34,5.86,5.86,46.24,51.89,Derecha,3,89,104,0,0,102,0,0,0,0,118,0,28,1,28
2807907061,2807907061,990,712,3,3,709,PSOE,25.95,PP,23.7,Cs,19.75,23.7,25.95,16.5,19.75,5.36,7.19,47.81,50.64,Derecha,7,117,184,1,0,140,0,0,0,0,168,0,51,0,38
2807907062,2807907062,778,554,1,2,552,PSOE,25,MÁS MADRID,20.65,PP,20.47,20.47,25,20.65,19.2,6.16,7.25,51.81,46.92,Izquierda,2,114,138,1,0,106,1,1,0,1,113,0,40,0,34
2807907063,2807907063,1006,763,4,1,762,PP,26.38,Cs,22.31,PSOE,21.92,26.38,21.92,14.7,22.31,6.43,7.35,43.05,56.04,Derecha,1,112,167,0,0,170,0,0,1,0,201,0,56,1,49
2807907064,2807907064,939,714,1,1,713,PP,29.31,Cs,25.11,PSOE,19.92,29.31,19.92,14.31,25.11,2.52,7.29,36.75,61.71,Derecha,3,102,142,0,1,179,3,0,1,0,209,1,52,1,18
2807907065,2807907065,988,661,0,1,660,PP,26.21,PSOE,24.7,MÁS MADRID,19.09,26.21,24.7,19.09,19.09,4.24,5.45,48.03,50.75,Derecha,5,126,163,0,0,126,0,1,1,0,173,0,36,1,28
2807907066,2807907066,785,580,3,1,579,PP,27.46,Cs,23.49,PSOE,23.32,27.46,23.32,14.68,23.49,3.97,5.7,41.97,56.65,Derecha,2,85,135,0,0,136,0,0,1,0,159,0,33,2,23
2807907067,2807907067,819,610,4,1,609,PP,29.39,Cs,20.2,PSOE,20.03,29.39,20.03,16.42,20.2,5.58,6.9,42.03,56.49,Derecha,4,100,122,0,0,123,0,0,0,0,179,0,42,1,34
2807907068,2807907068,842,622,10,1,621,PP,29.15,Cs,21.58,PSOE,21.42,29.15,21.42,14.33,21.58,3.86,7.73,39.61,58.46,Derecha,1,89,133,0,0,134,0,0,0,0,181,0,48,1,24
2807907069,2807907069,737,536,0,1,535,PSOE,23.74,PP,23.36,MÁS MADRID,19.81,23.36,23.74,19.81,19.63,4.11,7.66,47.66,50.65,Derecha,4,106,127,0,0,105,1,0,1,0,125,1,41,2,22
2807907070,2807907070,923,661,1,1,660,PSOE,25.61,PP,23.48,Cs,18.18,23.48,25.61,16.52,18.18,5.76,9.39,47.89,51.05,Derecha,4,109,169,2,0,120,0,0,0,0,155,0,62,0,38
2807907071,2807907071,832,627,5,4,623,PP,35.31,Cs,21.83,PSOE,17.98,35.31,17.98,12.68,21.83,2.25,8.67,32.91,65.81,Derecha,1,79,112,0,0,136,0,0,1,1,220,0,54,0,14
2807907072,2807907072,1196,901,2,4,897,PP,33.22,Cs,21.07,PSOE,20.18,33.22,20.18,10.26,21.07,3.34,11.37,33.78,65.66,Derecha,0,92,181,0,0,189,1,0,1,0,298,0,102,1,30
2807907073,2807907073,1006,735,6,1,734,PP,33.92,Cs,23.02,PSOE,17.57,33.92,17.57,12.13,23.02,3.41,8.72,33.11,65.66,Derecha,2,89,129,0,0,169,1,0,0,0,249,0,64,0,25
2807907075,2807907075,762,546,0,0,546,PP,52.93,Cs,15.2,PSOE,13.37,52.93,13.37,5.68,15.2,1.28,11.17,20.33,79.3,Derecha,1,31,73,0,0,83,0,0,0,1,289,0,61,0,7
2807907076,2807907076,734,554,4,1,553,PP,45.21,Cs,20.43,PSOE,13.74,45.21,13.74,5.42,20.43,0.54,12.84,19.7,78.48,Derecha,4,30,76,0,0,113,1,0,1,0,250,0,71,0,3
2807907078,2807907078,784,598,1,0,598,PP,45.82,Cs,18.39,VOX,15.22,45.82,13.55,5.18,18.39,0.84,15.22,19.57,79.43,Derecha,3,31,81,0,0,110,0,0,2,0,274,0,91,0,5
2807907079,2807907079,655,500,0,0,500,PP,31.8,Cs,22.8,PSOE,21,31.8,21,11.4,22.8,1,11.6,33.4,66.2,Derecha,1,57,105,0,0,114,0,0,0,1,159,0,58,0,5
2807907080,2807907080,946,729,5,2,727,PP,44.15,Cs,20.08,VOX,14.31,44.15,12.24,6.33,20.08,1.79,14.31,20.36,78.54,Derecha,2,46,89,0,0,146,1,0,0,0,321,0,104,0,13
2807907081,2807907081,1084,813,3,0,813,PP,54.49,Cs,17.22,VOX,12.55,54.49,10.21,3.2,17.22,1.48,12.55,14.89,84.26,Derecha,1,26,83,0,2,140,0,0,0,1,443,0,102,0,12
2807907082,2807907082,844,647,4,0,647,PP,42.04,Cs,19.01,VOX,15.46,42.04,12.21,8.5,19.01,1.85,15.46,22.56,76.51,Derecha,0,55,79,0,0,123,1,0,0,0,272,0,100,1,12
2807907083,2807907083,504,390,2,0,390,PP,49.23,Cs,19.49,VOX,13.33,49.23,10.51,4.36,19.49,1.79,13.33,16.66,82.05,Derecha,2,17,41,0,0,76,1,0,0,0,192,0,52,0,7
2807907084,2807907084,846,689,9,0,689,PP,47.61,Cs,19.88,VOX,13.93,47.61,9.58,5.95,19.88,1.6,13.93,17.13,81.42,Derecha,1,41,66,0,0,137,0,0,0,0,328,0,96,0,11
2807907085,2807907085,1151,868,5,1,867,PP,51.44,Cs,19.03,PSOE,12.8,51.44,12.8,5.54,19.03,0.81,9.46,19.15,79.93,Derecha,1,48,111,0,0,165,2,0,0,0,446,0,82,0,7
2807907086,2807907086,659,492,1,0,492,PP,34.35,Cs,25,PSOE,16.87,34.35,16.87,8.13,25,3.86,11.59,28.86,70.94,Derecha,0,40,83,0,0,123,0,0,0,0,169,0,57,0,19
2807907087,2807907087,711,523,1,2,521,PP,42.99,Cs,18.62,PSOE,14.2,42.99,14.2,8.64,18.62,1.92,13.05,24.76,74.66,Derecha,1,45,74,0,0,97,0,0,0,0,224,0,68,1,10
2807907088,2807907088,830,650,3,0,650,PP,36,PSOE,19.69,Cs,19.54,36,19.69,10.62,19.54,2,11.08,32.31,66.62,Derecha,2,69,128,0,0,127,0,0,1,0,234,0,72,1,13
2807907089,2807907089,1076,784,1,3,781,PP,30.86,PSOE,22.41,Cs,20.87,30.86,22.41,13.7,20.87,3.33,7.68,39.44,59.41,Derecha,3,107,175,1,0,163,1,0,1,1,241,0,60,1,26
2807907090,2807907090,693,463,3,2,461,PP,27.77,PSOE,25.81,Cs,21.48,27.77,25.81,11.5,21.48,3.25,8.24,40.56,57.49,Derecha,4,53,119,0,0,99,0,1,0,1,128,0,38,0,15
2807907091,2807907091,775,574,1,3,571,PP,43.43,PSOE,19.61,Cs,17.86,43.43,19.61,11.38,17.86,1.58,5.43,32.57,66.72,Derecha,1,65,112,0,0,102,0,1,0,0,248,0,31,1,9
2807907092,2807907092,947,750,0,1,749,PP,45.66,Cs,25.9,PSOE,12.28,45.66,12.28,3.87,25.9,0.93,10.81,17.08,82.37,Derecha,2,29,92,0,0,194,0,0,0,1,342,0,81,1,7
2807907093,2807907093,949,730,0,0,730,PP,48.77,Cs,20.55,VOX,12.47,48.77,11.64,5.21,20.55,1.1,12.47,17.95,81.79,Derecha,2,38,85,0,0,150,0,0,0,0,356,0,91,0,8
2807907094,2807907094,1229,923,3,2,921,PP,46.8,Cs,22.48,PSOE,12.6,46.8,12.6,6.3,22.48,1.19,9.77,20.09,79.05,Derecha,0,58,116,0,0,207,1,0,1,0,431,0,90,3,11
2807907095,2807907095,1058,822,2,7,815,PP,42.21,Cs,24.05,VOX,13.99,42.21,10.8,6.87,24.05,1.23,13.99,18.9,80.25,Derecha,2,56,88,0,0,196,0,0,0,1,344,0,114,2,10
2807907096,2807907096,900,698,1,0,698,PP,36.39,Cs,22.06,PSOE,15.47,36.39,15.47,10.6,22.06,3.3,11.17,29.37,69.62,Derecha,4,74,108,0,0,154,0,0,0,1,254,0,78,1,23
2807907097,2807907097,618,453,2,1,452,PP,26.33,Cs,25,PSOE,22.57,26.33,22.57,14.38,25,2.43,8.41,39.38,59.74,Derecha,0,65,102,0,0,113,0,0,0,1,119,0,38,1,11
2807907098,2807907098,791,626,2,1,625,PP,34.56,Cs,24,PSOE,16.64,34.56,16.64,9.12,24,1.92,12.96,27.68,71.52,Derecha,1,57,104,0,1,150,0,0,0,0,216,0,81,1,12
2807907099,2807907099,756,541,6,1,540,PP,24.63,Cs,24.44,PSOE,23.89,24.63,23.89,13.52,24.44,3.33,8.33,40.74,57.4,Derecha,1,73,129,0,0,132,1,0,1,1,133,0,45,0,18
2807907100,2807907100,660,470,4,1,469,PP,31.13,PSOE,21.96,Cs,17.48,31.13,21.96,14.07,17.48,3.84,9.38,39.87,57.99,Derecha,4,66,103,0,0,82,1,0,1,0,146,0,44,0,18
2807907101,2807907101,986,646,2,2,644,PP,27.33,PSOE,23.6,Cs,21.43,27.33,23.6,15.22,21.43,4.04,7.14,42.86,55.9,Derecha,4,98,152,0,0,138,0,0,0,0,176,0,46,2,26
2807907102,2807907102,1111,830,5,5,825,PP,27.27,PSOE,22.67,Cs,21.09,27.27,22.67,13.94,21.09,3.52,9.58,40.13,57.94,Derecha,3,115,187,1,0,174,0,0,1,2,225,2,79,2,29
2807907103,2807907103,1178,831,3,0,831,PP,26.71,PSOE,23.59,Cs,20.82,26.71,23.59,15.88,20.82,3.49,8.06,42.96,55.59,Derecha,6,132,196,0,1,173,0,0,0,1,222,1,67,0,29
2807907105,2807907105,869,662,7,1,661,PP,32.98,Cs,22.54,PSOE,16.79,32.98,16.79,11.8,22.54,3.63,10.14,32.22,65.66,Derecha,3,78,111,0,0,149,0,1,0,0,218,0,67,3,24
2807907106,2807907106,1050,790,1,3,787,PP,30.88,PSOE,22.74,Cs,20.58,30.88,22.74,12.58,20.58,4.45,7.88,39.77,59.34,Derecha,2,99,179,1,0,162,0,1,0,0,243,2,62,0,35
2807907107,2807907107,839,661,1,0,661,PP,36.16,Cs,24.21,PSOE,16.34,36.16,16.34,13.01,24.21,1.66,8.02,31.01,68.39,Derecha,3,86,108,0,0,160,0,0,0,0,239,0,53,0,11
2807907108,2807907108,792,575,6,1,574,PP,28.92,Cs,25.09,PSOE,20.56,28.92,20.56,12.37,25.09,3.66,7.84,36.59,61.85,Derecha,1,71,118,0,0,144,0,0,0,0,166,0,45,2,21
