cusec;Codmun;Municipio;Provincia;RMH 2018;RMP 2018
0818002001;08180;Ripollet;Barcelona;29364;11435
0818002002;08180;Ripollet;Barcelona;33210;12221
0818002003;08180;Ripollet;Barcelona;29553;10798
0818002004;08180;Ripollet;Barcelona;30511;12023
0818002005;08180;Ripollet;Barcelona;25493;9388
0818002006;08180;Ripollet;Barcelona;27383;10486
0818002007;08180;Ripollet;Barcelona;26068;8848
0818101001;08181;Roca del Vallès, La;Barcelona;52697;18018
0818101002;08181;Roca del Vallès, La;Barcelona;36181;14629
0818101003;08181;Roca del Vallès, La;Barcelona;37016;13493
0818101004;08181;Roca del Vallès, La;Barcelona;42725;15302
0818101005;08181;Roca del Vallès, La;Barcelona;38967;14051
0818201001;08182;Pont de Vilomara i Rocafort, El;Barcelona;31357;11880
0818301001;08183;Roda de Ter;Barcelona;32842;12738
0818301002;08183;Roda de Ter;Barcelona;38531;13462
0818301003;08183;Roda de Ter;Barcelona;33671;12155
0818302001;08183;Roda de Ter;Barcelona;34189;13117
0818401001;08184;Rubí;Barcelona;42075;14294
0818401002;08184;Rubí;Barcelona;30943;11104
0818401003;08184;Rubí;Barcelona;38114;13577
0818401004;08184;Rubí;Barcelona;45480;15301
0818402001;08184;Rubí;Barcelona;36088;12780
0818402003;08184;Rubí;Barcelona;38232;13338
0818402004;08184;Rubí;Barcelona;39073;14069
0818402005;08184;Rubí;Barcelona;35238;12329
0818402006;08184;Rubí;Barcelona;38663;12979
0818403001;08184;Rubí;Barcelona;40596;14144
0818403003;08184;Rubí;Barcelona;25476;9087
0818403004;08184;Rubí;Barcelona;27388;9503
0818403005;08184;Rubí;Barcelona;32501;12037
0818403006;08184;Rubí;Barcelona;29555;10473
0818403007;08184;Rubí;Barcelona;33425;12471
0818403008;08184;Rubí;Barcelona;24695;8685
0818403009;08184;Rubí;Barcelona;41291;14446
0818404001;08184;Rubí;Barcelona;32376;12265
0818404002;08184;Rubí;Barcelona;34090;13555
0818404003;08184;Rubí;Barcelona;34322;13000
0818404004;08184;Rubí;Barcelona;32034;12308
0818404005;08184;Rubí;Barcelona;34438;12987
0818404006;08184;Rubí;Barcelona;32509;12340
0818404007;08184;Rubí;Barcelona;33056;12961
0818404008;08184;Rubí;Barcelona;30831;11109
0818404009;08184;Rubí;Barcelona;35189;13164
0818404010;08184;Rubí;Barcelona;32136;11588
0818404011;08184;Rubí;Barcelona;33056;12362
0818404012;08184;Rubí;Barcelona;31018;11863
0818404013;08184;Rubí;Barcelona;30927;10523
0818404014;08184;Rubí;Barcelona;36498;13616
0818404015;08184;Rubí;Barcelona;29778;11459
0818404016;08184;Rubí;Barcelona;33895;11441
0818404018;08184;Rubí;Barcelona;32487;11982
0818404019;08184;Rubí;Barcelona;28748;10125
0818404020;08184;Rubí;Barcelona;32622;12353
0818404021;08184;Rubí;Barcelona;40683;13851
0818404022;08184;Rubí;Barcelona;41230;15333
0818404023;08184;Rubí;Barcelona;29467;10631
0818404024;08184;Rubí;Barcelona;35744;13190
0818404025;08184;Rubí;Barcelona;31202;11465
0818404026;08184;Rubí;Barcelona;32853;12546
0818501001;08185;Rubió;Barcelona;45993;13415
0818701036;08187;Sabadell;Barcelona;52518;20322
0818701037;08187;Sabadell;Barcelona;48797;18800
0818701038;08187;Sabadell;Barcelona;36515;14943
0818701001;08187;Sabadell;Barcelona;42526;19508
0818701002;08187;Sabadell;Barcelona;57451;22433
0818701003;08187;Sabadell;Barcelona;48766;19423
0818701004;08187;Sabadell;Barcelona;49198;18668
0818701005;08187;Sabadell;Barcelona;49145;19140
0818701006;08187;Sabadell;Barcelona;63599;23635
0818701007;08187;Sabadell;Barcelona;47391;18180
0818701008;08187;Sabadell;Barcelona;51378;20056
0818701009;08187;Sabadell;Barcelona;48090;19434
0818701010;08187;Sabadell;Barcelona;52754;19882
0818701011;08187;Sabadell;Barcelona;46049;18486
0818701012;08187;Sabadell;Barcelona;39784;16001
0818701013;08187;Sabadell;Barcelona;39692;15790
0818701014;08187;Sabadell;Barcelona;44630;17719
0818701015;08187;Sabadell;Barcelona;48618;18754
0818701016;08187;Sabadell;Barcelona;46284;17614
0818701017;08187;Sabadell;Barcelona;35022;14155
0818701018;08187;Sabadell;Barcelona;36844;13594
0818701019;08187;Sabadell;Barcelona;41060;16149
0818701020;08187;Sabadell;Barcelona;38250;14964
0818701021;08187;Sabadell;Barcelona;30078;13048
0818701022;08187;Sabadell;Barcelona;39148;15727
0818701023;08187;Sabadell;Barcelona;31028;11651
0818701024;08187;Sabadell;Barcelona;33484;13202
0818701025;08187;Sabadell;Barcelona;31023;12132
0818701026;08187;Sabadell;Barcelona;36200;14388
0818701027;08187;Sabadell;Barcelona;30949;12626
0818701028;08187;Sabadell;Barcelona;42408;16796
0818701029;08187;Sabadell;Barcelona;34858;13441
0818701030;08187;Sabadell;Barcelona;52476;21452
0818701031;08187;Sabadell;Barcelona;41376;17486
0818701032;08187;Sabadell;Barcelona;45796;18611
0818701033;08187;Sabadell;Barcelona;35316;14384
0818701034;08187;Sabadell;Barcelona;34344;14376
0818701035;08187;Sabadell;Barcelona;30081;12346
0818702001;08187;Sabadell;Barcelona;48577;20015
0818702002;08187;Sabadell;Barcelona;42137;17277
0818702003;08187;Sabadell;Barcelona;30826;12820
0818702004;08187;Sabadell;Barcelona;39852;15682
0818702005;08187;Sabadell;Barcelona;39160;15513
0818702006;08187;Sabadell;Barcelona;32309;12988
0818702007;08187;Sabadell;Barcelona;33846;14376
0818702008;08187;Sabadell;Barcelona;40615;15539
0818702009;08187;Sabadell;Barcelona;40987;16470
0818702010;08187;Sabadell;Barcelona;40141;16488
0818702011;08187;Sabadell;Barcelona;23618;8278
0818702012;08187;Sabadell;Barcelona;27323;9377
0818702013;08187;Sabadell;Barcelona;24366;8469
0818702014;08187;Sabadell;Barcelona;20070;6075
0818702015;08187;Sabadell;Barcelona;30555;12020
0818702016;08187;Sabadell;Barcelona;40003;17567
0818702017;08187;Sabadell;Barcelona;44296;18307
0818703001;08187;Sabadell;Barcelona;28613;10623
0818703002;08187;Sabadell;Barcelona;28190;10860
0818703003;08187;Sabadell;Barcelona;28204;10483
0818703004;08187;Sabadell;Barcelona;27777;10318
0818703005;08187;Sabadell;Barcelona;30471;11375
0818703006;08187;Sabadell;Barcelona;28877;10753
0818703007;08187;Sabadell;Barcelona;26644;10485
0818703008;08187;Sabadell;Barcelona;28824;10219
0818703009;08187;Sabadell;Barcelona;25875;8775
0818703010;08187;Sabadell;Barcelona;31528;12360
0818703011;08187;Sabadell;Barcelona;24620;9403
0818703012;08187;Sabadell;Barcelona;30303;10893
0818703013;08187;Sabadell;Barcelona;26920;10505
0818703014;08187;Sabadell;Barcelona;25236;9161
0818703015;08187;Sabadell;Barcelona;28279;10858
0818703016;08187;Sabadell;Barcelona;24261;8778
0818703017;08187;Sabadell;Barcelona;23575;9583
0818703018;08187;Sabadell;Barcelona;24787;10227
0818703019;08187;Sabadell;Barcelona;36772;13676
0818703020;08187;Sabadell;Barcelona;29996;10515
0818703021;08187;Sabadell;Barcelona;22953;9596
0818703022;08187;Sabadell;Barcelona;24014;9754
0818703023;08187;Sabadell;Barcelona;32324;12450
0818703024;08187;Sabadell;Barcelona;33984;13314
0818703025;08187;Sabadell;Barcelona;30426;11095
0818703026;08187;Sabadell;Barcelona;42014;15052
0818703027;08187;Sabadell;Barcelona;27896;10490
0818704030;08187;Sabadell;Barcelona;36449;13948
0818704001;08187;Sabadell;Barcelona;32206;11895
0818704002;08187;Sabadell;Barcelona;25312;10565
0818704003;08187;Sabadell;Barcelona;30026;11553
0818704004;08187;Sabadell;Barcelona;30343;12232
0818704005;08187;Sabadell;Barcelona;33294;12527
0818704006;08187;Sabadell;Barcelona;36511;14293
0818704007;08187;Sabadell;Barcelona;34490;13224
0818704008;08187;Sabadell;Barcelona;36928;14387
0818704009;08187;Sabadell;Barcelona;44605;15720
0818704010;08187;Sabadell;Barcelona;23946;10931
0818704011;08187;Sabadell;Barcelona;30106;10940
0818704012;08187;Sabadell;Barcelona;27439;9781
0818704013;08187;Sabadell;Barcelona;29710;10801
0818704014;08187;Sabadell;Barcelona;31597;11741
0818704015;08187;Sabadell;Barcelona;24703;9828
0818704016;08187;Sabadell;Barcelona;31125;11847
0818704017;08187;Sabadell;Barcelona;28090;10832
0818704018;08187;Sabadell;Barcelona;27284;10942
0818704019;08187;Sabadell;Barcelona;23993;9522
0818704020;08187;Sabadell;Barcelona;27572;11222
0818704021;08187;Sabadell;Barcelona;29869;11063
0818704022;08187;Sabadell;Barcelona;33427;11800
0818704023;08187;Sabadell;Barcelona;29046;10491
0818704024;08187;Sabadell;Barcelona;36164;13003
0818704025;08187;Sabadell;Barcelona;33570;12506
0818704026;08187;Sabadell;Barcelona;41974;14295
0818704027;08187;Sabadell;Barcelona;43411;15030
0818704028;08187;Sabadell;Barcelona;47571;15943
0818704029;08187;Sabadell;Barcelona;50731;16783
0818705016;08187;Sabadell;Barcelona;31187;11973
0818705001;08187;Sabadell;Barcelona;31061;12920
0818705002;08187;Sabadell;Barcelona;37687;14553
0818705003;08187;Sabadell;Barcelona;41028;17054
0818705004;08187;Sabadell;Barcelona;32739;14105
0818705005;08187;Sabadell;Barcelona;31117;12413
0818705006;08187;Sabadell;Barcelona;35754;14282
0818705007;08187;Sabadell;Barcelona;27429;10272
0818705008;08187;Sabadell;Barcelona;21038;8537
0818705009;08187;Sabadell;Barcelona;31879;12471
0818705011;08187;Sabadell;Barcelona;22071;9090
0818705012;08187;Sabadell;Barcelona;27465;10305
0818705013;08187;Sabadell;Barcelona;31492;12815
0818705014;08187;Sabadell;Barcelona;37570;13977
0818705015;08187;Sabadell;Barcelona;40234;15748
0818706025;08187;Sabadell;Barcelona;22148;8692
0818706001;08187;Sabadell;Barcelona;24439;9364
0818706002;08187;Sabadell;Barcelona;26970;10141
0818706003;08187;Sabadell;Barcelona;28475;10995
0818706004;08187;Sabadell;Barcelona;25977;10560
0818706005;08187;Sabadell;Barcelona;27098;10025
0818706006;08187;Sabadell;Barcelona;26170;9864
0818706007;08187;Sabadell;Barcelona;21046;8077
0818706008;08187;Sabadell;Barcelona;30066;12634
0818706009;08187;Sabadell;Barcelona;24625;8840
0818706010;08187;Sabadell;Barcelona;22956;8222
0818706011;08187;Sabadell;Barcelona;24152;8678
0818706012;08187;Sabadell;Barcelona;22823;8859
0818706013;08187;Sabadell;Barcelona;22247;8707
0818706014;08187;Sabadell;Barcelona;29380;11705
0818706016;08187;Sabadell;Barcelona;29789;11208
0818706017;08187;Sabadell;Barcelona;28975;11305
0818706018;08187;Sabadell;Barcelona;23007;9225
0818706020;08187;Sabadell;Barcelona;28618;10877
0818706021;08187;Sabadell;Barcelona;28397;10199
0818706022;08187;Sabadell;Barcelona;28046;10644
0818706023;08187;Sabadell;Barcelona;29507;11461
0818706024;08187;Sabadell;Barcelona;27224;10604
0818707001;08187;Sabadell;Barcelona;24272;8815
0818707002;08187;Sabadell;Barcelona;25421;8637
0818707003;08187;Sabadell;Barcelona;21700;7576
0818707004;08187;Sabadell;Barcelona;25542;9180
0818707005;08187;Sabadell;Barcelona;28147;10691
0818707006;08187;Sabadell;Barcelona;27263;10432
0818707007;08187;Sabadell;Barcelona;28873;10975
0818707008;08187;Sabadell;Barcelona;24750;8689
0818801001;08188;Sagàs;Barcelona;47781;13789
0818901001;08189;Sant Pere Sallavinera;Barcelona;45814;16687
0819001001;08190;Saldes;Barcelona;40453;19632
0819101001;08191;Sallent;Barcelona;30145;13099
0819101002;08191;Sallent;Barcelona;26771;11760
0819101003;08191;Sallent;Barcelona;34033;13738
0819101004;08191;Sallent;Barcelona;32168;13060
0819101005;08191;Sallent;Barcelona;35565;13742
0819101006;08191;Sallent;Barcelona;31269;12739
0819102001;08191;Sallent;Barcelona;34217;13284
0819201001;08192;Santpedor;Barcelona;33392;13012
0819201002;08192;Santpedor;Barcelona;37658;13965
0819201003;08192;Santpedor;Barcelona;41469;14972
0819201004;08192;Santpedor;Barcelona;51808;16977
0819301001;08193;Sant Iscle de Vallalta;Barcelona;32283;12219
0819401001;08194;Sant Adrià de Besòs;Barcelona;37360;13998
0819401002;08194;Sant Adrià de Besòs;Barcelona;33466;12349
0819401003;08194;Sant Adrià de Besòs;Barcelona;33810;11426
0819401004;08194;Sant Adrià de Besòs;Barcelona;35056;12911
0819401005;08194;Sant Adrià de Besòs;Barcelona;34639;12981
0819401006;08194;Sant Adrià de Besòs;Barcelona;37044;13761
0819402001;08194;Sant Adrià de Besòs;Barcelona;31280;11111
0819402002;08194;Sant Adrià de Besòs;Barcelona;28792;10311
0819402003;08194;Sant Adrià de Besòs;Barcelona;34496;11663
0819402004;08194;Sant Adrià de Besòs;Barcelona;30515;12276
0819402005;08194;Sant Adrià de Besòs;Barcelona;34629;12808
0819403001;08194;Sant Adrià de Besòs;Barcelona;25967;9181
0819404001;08194;Sant Adrià de Besòs;Barcelona;34096;13674
0819405001;08194;Sant Adrià de Besòs;Barcelona;28578;11023
0819405002;08194;Sant Adrià de Besòs;Barcelona;25698;9833
0819405003;08194;Sant Adrià de Besòs;Barcelona;27933;10647
0819405004;08194;Sant Adrià de Besòs;Barcelona;26780;10688
0819406001;08194;Sant Adrià de Besòs;Barcelona;19300;6433
0819406002;08194;Sant Adrià de Besòs;Barcelona;20601;6611
0819406003;08194;Sant Adrià de Besòs;Barcelona;20256;5895
0819406004;08194;Sant Adrià de Besòs;Barcelona;19095;5873
0819406005;08194;Sant Adrià de Besòs;Barcelona;22579;8751
0819406006;08194;Sant Adrià de Besòs;Barcelona;21119;6912
0819406007;08194;Sant Adrià de Besòs;Barcelona;29396;10650
0819501001;08195;Sant Agustí de Lluçanès;Barcelona;;.
0819601001;08196;Sant Andreu de la Barca;Barcelona;30777;12323
0819601002;08196;Sant Andreu de la Barca;Barcelona;33087;11913
0819601003;08196;Sant Andreu de la Barca;Barcelona;30604;11376
0819601004;08196;Sant Andreu de la Barca;Barcelona;33650;12353
0819601005;08196;Sant Andreu de la Barca;Barcelona;33989;12657
0819601006;08196;Sant Andreu de la Barca;Barcelona;32255;11290
0819601007;08196;Sant Andreu de la Barca;Barcelona;36212;14010
0819601008;08196;Sant Andreu de la Barca;Barcelona;40987;13848
0819601009;08196;Sant Andreu de la Barca;Barcelona;33494;11949
0819601010;08196;Sant Andreu de la Barca;Barcelona;29925;11006
0819601011;08196;Sant Andreu de la Barca;Barcelona;33886;12187
0819601012;08196;Sant Andreu de la Barca;Barcelona;50229;17222
0819601013;08196;Sant Andreu de la Barca;Barcelona;37464;14045
0819601014;08196;Sant Andreu de la Barca;Barcelona;41180;14289
0819701001;08197;Sant Andreu de Llavaneres;Barcelona;32370;13363
0819701002;08197;Sant Andreu de Llavaneres;Barcelona;46963;16719
0819701003;08197;Sant Andreu de Llavaneres;Barcelona;37956;13056
0819702001;08197;Sant Andreu de Llavaneres;Barcelona;63198;20501
0819702002;08197;Sant Andreu de Llavaneres;Barcelona;47397;18333
0819702003;08197;Sant Andreu de Llavaneres;Barcelona;52814;19065
0819801001;08198;Sant Antoni de Vilamajor;Barcelona;36242;13683
0819801002;08198;Sant Antoni de Vilamajor;Barcelona;45697;15585
0819801003;08198;Sant Antoni de Vilamajor;Barcelona;51492;18338
0819801004;08198;Sant Antoni de Vilamajor;Barcelona;30484;12240
0819901001;08199;Sant Bartomeu del Grau;Barcelona;34635;13221
0820001001;08200;Sant Boi de Llobregat;Barcelona;25024;9959
0820001002;08200;Sant Boi de Llobregat;Barcelona;26904;10946
0820001003;08200;Sant Boi de Llobregat;Barcelona;26200;11109
0820001004;08200;Sant Boi de Llobregat;Barcelona;29896;11155
0820001005;08200;Sant Boi de Llobregat;Barcelona;36643;13816
0820001006;08200;Sant Boi de Llobregat;Barcelona;24444;10684
0820001007;08200;Sant Boi de Llobregat;Barcelona;28069;12022
0820002001;08200;Sant Boi de Llobregat;Barcelona;40293;13759
0820002002;08200;Sant Boi de Llobregat;Barcelona;30969;10926
0820002003;08200;Sant Boi de Llobregat;Barcelona;29620;11209
0820002004;08200;Sant Boi de Llobregat;Barcelona;31317;11986
0820002005;08200;Sant Boi de Llobregat;Barcelona;32338;11823
0820002006;08200;Sant Boi de Llobregat;Barcelona;34572;12441
0820002007;08200;Sant Boi de Llobregat;Barcelona;28931;11387
0820002008;08200;Sant Boi de Llobregat;Barcelona;35782;13681
0820002009;08200;Sant Boi de Llobregat;Barcelona;30865;11581
0820002010;08200;Sant Boi de Llobregat;Barcelona;34923;13051
0820002011;08200;Sant Boi de Llobregat;Barcelona;40859;14525
0820002012;08200;Sant Boi de Llobregat;Barcelona;34172;12242
0820002013;08200;Sant Boi de Llobregat;Barcelona;57609;20066
0820002014;08200;Sant Boi de Llobregat;Barcelona;32136;12397
0820002015;08200;Sant Boi de Llobregat;Barcelona;34808;12406
0820002016;08200;Sant Boi de Llobregat;Barcelona;45530;15557
0820002017;08200;Sant Boi de Llobregat;Barcelona;39145;13703
0820002018;08200;Sant Boi de Llobregat;Barcelona;43369;14514
0820002019;08200;Sant Boi de Llobregat;Barcelona;34503;13280
0820003001;08200;Sant Boi de Llobregat;Barcelona;37093;14177
0820003002;08200;Sant Boi de Llobregat;Barcelona;36190;13742
0820003003;08200;Sant Boi de Llobregat;Barcelona;33363;13089
0820003004;08200;Sant Boi de Llobregat;Barcelona;36663;14350
0820003005;08200;Sant Boi de Llobregat;Barcelona;34164;13175
0820003006;08200;Sant Boi de Llobregat;Barcelona;35488;13131
0820003007;08200;Sant Boi de Llobregat;Barcelona;34614;13133
0820003008;08200;Sant Boi de Llobregat;Barcelona;35067;13599
0820003009;08200;Sant Boi de Llobregat;Barcelona;26786;10633
0820004001;08200;Sant Boi de Llobregat;Barcelona;34217;12892
0820004002;08200;Sant Boi de Llobregat;Barcelona;36585;13460
0820004003;08200;Sant Boi de Llobregat;Barcelona;34158;12833
0820004004;08200;Sant Boi de Llobregat;Barcelona;33284;12538
0820004005;08200;Sant Boi de Llobregat;Barcelona;32989;12246
0820004006;08200;Sant Boi de Llobregat;Barcelona;30130;11485
0820004007;08200;Sant Boi de Llobregat;Barcelona;33938;12364
0820004008;08200;Sant Boi de Llobregat;Barcelona;34977;13043
0820004009;08200;Sant Boi de Llobregat;Barcelona;36194;13271
0820005001;08200;Sant Boi de Llobregat;Barcelona;38504;13169
0820005002;08200;Sant Boi de Llobregat;Barcelona;24377;8922
0820005003;08200;Sant Boi de Llobregat;Barcelona;24993;9037
0820006001;08200;Sant Boi de Llobregat;Barcelona;35953;12053
0820006002;08200;Sant Boi de Llobregat;Barcelona;28353;10813
0820006003;08200;Sant Boi de Llobregat;Barcelona;26553;9711
0820101001;08201;Sant Boi de Lluçanès;Barcelona;34787;14342
0820201009;08202;Sant Celoni;Barcelona;32606;12464
0820201001;08202;Sant Celoni;Barcelona;37210;14009
0820201002;08202;Sant Celoni;Barcelona;41890;15642
0820201003;08202;Sant Celoni;Barcelona;32783;12259
0820201004;08202;Sant Celoni;Barcelona;27393;9953
0820201005;08202;Sant Celoni;Barcelona;33991;12597
0820201006;08202;Sant Celoni;Barcelona;33498;12238
0820201007;08202;Sant Celoni;Barcelona;31245;11971
0820201008;08202;Sant Celoni;Barcelona;42372;14670
0820202001;08202;Sant Celoni;Barcelona;32641;12064
0820301001;08203;Sant Cebrià de Vallalta;Barcelona;32459;12672
0820301002;08203;Sant Cebrià de Vallalta;Barcelona;34509;13901
0820401001;08204;Sant Climent de Llobregat;Barcelona;42399;14795
0820401002;08204;Sant Climent de Llobregat;Barcelona;38622;13103
0820501001;08205;Sant Cugat del Vallès;Barcelona;42975;16773
0820501002;08205;Sant Cugat del Vallès;Barcelona;44259;16294
0820501003;08205;Sant Cugat del Vallès;Barcelona;46967;16667
0820501004;08205;Sant Cugat del Vallès;Barcelona;58536;19560
0820501005;08205;Sant Cugat del Vallès;Barcelona;51573;17219
0820501006;08205;Sant Cugat del Vallès;Barcelona;38111;13783
0820501007;08205;Sant Cugat del Vallès;Barcelona;37998;13996
0820501008;08205;Sant Cugat del Vallès;Barcelona;39493;14620
0820501009;08205;Sant Cugat del Vallès;Barcelona;88044;28477
0820501010;08205;Sant Cugat del Vallès;Barcelona;36123;13561
0820501011;08205;Sant Cugat del Vallès;Barcelona;46696;16666
0820501012;08205;Sant Cugat del Vallès;Barcelona;73958;23946
0820501013;08205;Sant Cugat del Vallès;Barcelona;73441;23000
0820501014;08205;Sant Cugat del Vallès;Barcelona;65242;21790
0820501015;08205;Sant Cugat del Vallès;Barcelona;66035;20928
0820501016;08205;Sant Cugat del Vallès;Barcelona;64181;22075
0820501017;08205;Sant Cugat del Vallès;Barcelona;61187;19402
0820501018;08205;Sant Cugat del Vallès;Barcelona;57080;19957
0820501019;08205;Sant Cugat del Vallès;Barcelona;69235;22175
0820501020;08205;Sant Cugat del Vallès;Barcelona;54361;17605
0820501021;08205;Sant Cugat del Vallès;Barcelona;45860;16766
0820501022;08205;Sant Cugat del Vallès;Barcelona;37749;13945
0820501023;08205;Sant Cugat del Vallès;Barcelona;59185;19019
0820502001;08205;Sant Cugat del Vallès;Barcelona;91933;31591
0820502002;08205;Sant Cugat del Vallès;Barcelona;43957;16670
0820502003;08205;Sant Cugat del Vallès;Barcelona;45835;16469
0820502004;08205;Sant Cugat del Vallès;Barcelona;61909;21147
0820502005;08205;Sant Cugat del Vallès;Barcelona;38646;13449
0820502006;08205;Sant Cugat del Vallès;Barcelona;91933;32242
0820502007;08205;Sant Cugat del Vallès;Barcelona;45555;17019
0820502008;08205;Sant Cugat del Vallès;Barcelona;80311;26498
0820502009;08205;Sant Cugat del Vallès;Barcelona;78899;24978
0820502010;08205;Sant Cugat del Vallès;Barcelona;82292;25932
0820502011;08205;Sant Cugat del Vallès;Barcelona;91933;32242
0820502012;08205;Sant Cugat del Vallès;Barcelona;71005;23160
0820503001;08205;Sant Cugat del Vallès;Barcelona;72989;21571
0820503002;08205;Sant Cugat del Vallès;Barcelona;91933;29001
0820503003;08205;Sant Cugat del Vallès;Barcelona;75842;22552
0820503004;08205;Sant Cugat del Vallès;Barcelona;78947;23788
0820504001;08205;Sant Cugat del Vallès;Barcelona;52474;17126
0820504002;08205;Sant Cugat del Vallès;Barcelona;51929;17203
0820504003;08205;Sant Cugat del Vallès;Barcelona;46771;15458
0820505001;08205;Sant Cugat del Vallès;Barcelona;91933;31496
0820505002;08205;Sant Cugat del Vallès;Barcelona;61607;18889
0820505003;08205;Sant Cugat del Vallès;Barcelona;73129;22236
0820505004;08205;Sant Cugat del Vallès;Barcelona;91933;26506
0820505005;08205;Sant Cugat del Vallès;Barcelona;62595;18851
0820505006;08205;Sant Cugat del Vallès;Barcelona;60986;19864
0820505007;08205;Sant Cugat del Vallès;Barcelona;53744;18104
0820505008;08205;Sant Cugat del Vallès;Barcelona;61836;20043
0820506001;08205;Sant Cugat del Vallès;Barcelona;36457;12077
0820601001;08206;Sant Cugat Sesgarrigues;Barcelona;38153;13061
0820701001;08207;Sant Esteve de Palautordera;Barcelona;41976;14859
0820801001;08208;Sant Esteve Sesrovires;Barcelona;43302;16019
0820801002;08208;Sant Esteve Sesrovires;Barcelona;47095;16585
0820801003;08208;Sant Esteve Sesrovires;Barcelona;43452;14787
0820801004;08208;Sant Esteve Sesrovires;Barcelona;43647;15993
0820901001;08209;Sant Fost de Campsentelles;Barcelona;43809;15100
0820901002;08209;Sant Fost de Campsentelles;Barcelona;37693;13705
0820901003;08209;Sant Fost de Campsentelles;Barcelona;49278;16308
0820901004;08209;Sant Fost de Campsentelles;Barcelona;42283;14241
0821001001;08210;Sant Feliu de Codines;Barcelona;34866;13430
0821001002;08210;Sant Feliu de Codines;Barcelona;34346;13581
0821002001;08210;Sant Feliu de Codines;Barcelona;33098;12585
0821002002;08210;Sant Feliu de Codines;Barcelona;31004;11604
0821101001;08211;Sant Feliu de Llobregat;Barcelona;41000;15976
0821101002;08211;Sant Feliu de Llobregat;Barcelona;45684;18207
0821101003;08211;Sant Feliu de Llobregat;Barcelona;41296;15304
0821101004;08211;Sant Feliu de Llobregat;Barcelona;50545;17332
0821101005;08211;Sant Feliu de Llobregat;Barcelona;48011;17890
0821101006;08211;Sant Feliu de Llobregat;Barcelona;33502;12931
0821101007;08211;Sant Feliu de Llobregat;Barcelona;39764;15580
0821102003;08211;Sant Feliu de Llobregat;Barcelona;30283;11033
0821102004;08211;Sant Feliu de Llobregat;Barcelona;32113;12203
0821102006;08211;Sant Feliu de Llobregat;Barcelona;38301;13328
0821102007;08211;Sant Feliu de Llobregat;Barcelona;36095;13288
0821102008;08211;Sant Feliu de Llobregat;Barcelona;32136;12333
0821103001;08211;Sant Feliu de Llobregat;Barcelona;31739;13143
0821103002;08211;Sant Feliu de Llobregat;Barcelona;33104;14299
0821103003;08211;Sant Feliu de Llobregat;Barcelona;43169;16743
0821103004;08211;Sant Feliu de Llobregat;Barcelona;41363;15463
0821103005;08211;Sant Feliu de Llobregat;Barcelona;36438;13993
0821104003;08211;Sant Feliu de Llobregat;Barcelona;29660;11675
0821104006;08211;Sant Feliu de Llobregat;Barcelona;29692;11434
0821104007;08211;Sant Feliu de Llobregat;Barcelona;30410;11773
0821104008;08211;Sant Feliu de Llobregat;Barcelona;30094;11219
0821105001;08211;Sant Feliu de Llobregat;Barcelona;28612;11761
0821105002;08211;Sant Feliu de Llobregat;Barcelona;29947;10944
0821105003;08211;Sant Feliu de Llobregat;Barcelona;27791;11131
0821105004;08211;Sant Feliu de Llobregat;Barcelona;29190;10769
0821105005;08211;Sant Feliu de Llobregat;Barcelona;35033;13462
0821106004;08211;Sant Feliu de Llobregat;Barcelona;45987;15195
0821107001;08211;Sant Feliu de Llobregat;Barcelona;52326;16814
0821107002;08211;Sant Feliu de Llobregat;Barcelona;61110;19578
0821107003;08211;Sant Feliu de Llobregat;Barcelona;50367;16037
0821201001;08212;Sant Feliu Sasserra;Barcelona;32954;12536
0821301005;08213;Sant Fruitós de Bages;Barcelona;33830;13497
0821301006;08213;Sant Fruitós de Bages;Barcelona;30932;11886
0821301001;08213;Sant Fruitós de Bages;Barcelona;35577;14069
0821301002;08213;Sant Fruitós de Bages;Barcelona;32802;12798
0821301003;08213;Sant Fruitós de Bages;Barcelona;44892;15642
0821301004;08213;Sant Fruitós de Bages;Barcelona;85949;28981
0821401001;08214;Vilassar de Dalt;Barcelona;66308;23743
0821401002;08214;Vilassar de Dalt;Barcelona;31732;11938
0821401003;08214;Vilassar de Dalt;Barcelona;32648;12838
0821401004;08214;Vilassar de Dalt;Barcelona;49959;17825
0821402001;08214;Vilassar de Dalt;Barcelona;42732;15354
0821402002;08214;Vilassar de Dalt;Barcelona;46194;15637
0821501001;08215;Sant Hipòlit de Voltregà;Barcelona;33320;13054
0821501002;08215;Sant Hipòlit de Voltregà;Barcelona;35100;13672
0821501003;08215;Sant Hipòlit de Voltregà;Barcelona;37029;14255
0821601001;08216;Sant Jaume de Frontanyà;Barcelona;;.
0821701001;08217;Sant Joan Despí;Barcelona;48414;17901
0821701002;08217;Sant Joan Despí;Barcelona;38216;14906
0821701003;08217;Sant Joan Despí;Barcelona;41378;15237
0821701004;08217;Sant Joan Despí;Barcelona;48913;16916
0821701005;08217;Sant Joan Despí;Barcelona;37622;14230
0821701006;08217;Sant Joan Despí;Barcelona;32008;12725
0821701007;08217;Sant Joan Despí;Barcelona;35676;13620
0821701008;08217;Sant Joan Despí;Barcelona;39508;14693
0821701009;08217;Sant Joan Despí;Barcelona;52306;17022
0821701010;08217;Sant Joan Despí;Barcelona;59212;18827
0821702002;08217;Sant Joan Despí;Barcelona;38821;14615
0821702003;08217;Sant Joan Despí;Barcelona;27787;11100
0821702004;08217;Sant Joan Despí;Barcelona;27908;10324
